comments,sub_title,downs,isexpert,user_name,quality_score,created_at,digg,recommend,title,type,url,sourcetype,id,tag,category,strategy,views,desc,nickname,category_id,strategy_id,summary,shown_offset,shown_time,user_url,avatar
0,,0,0,qq_14869093,0,1天前,1,false,磁盘空间不足导致的kubernetes 启动失败记录,blog,https://blog.csdn.net/qq_14869093/article/details/90896348,0,90896348,,,其它,18,https://blog.csdn.net/shida_csdn/article/details/79270985,leoss.H,none,u_c_null,https://blog.csdn.net/shida_csdn/article/details/79270985,1573119041,1573119041,https://blog.csdn.net/qq_14869093,https://profile.csdnimg.cn/9/D/8/1_qq_14869093
1,,0,0,hjrcrj,0,2天前,1,false,hjr-linux：centos7  ftp搭建与连接,blog,https://blog.csdn.net/hjrcrj/article/details/71516879,0,71516879,,,其它,135,服务器下载server-u6.4汉化破解版客户端下载FileZillaClient最后服务器安装好FTP后需要给别人提供，ip+端口+用户名+密码别人用上面的几个就可以在客户端连接到服务器，进行FTP文件传输了服务器安装并破解server-u开启软件，所有默认引导让填写的都点击取消右击域-&amp;gt;新建域-&amp;gt;名字随便填写，ip填写当前服务器ip，端口...,hjrf,none,u_c_null,服务器下载server-u6.4汉化破解版客户端下载FileZillaClient最后服务器安装好FTP后需要给别人提供，ip+端口+用户名+密码别人用上面的几个就可以在客户端连接到服务器，进行FTP文件传输了服务器安装并破解server-u开启软件，所有默认引导让填写的都点击取消右击域-&amp;amp;gt;新建域-&amp;amp;gt;名字随便填写，ip填写当前服务器ip，端口...,1573119041,1573119041,https://blog.csdn.net/hjrcrj,https://profile.csdnimg.cn/A/2/2/1_hjrcrj
0,,0,0,Longyu_wlz,0,1天前,0,false,gdb 命令记录,blog,https://blog.csdn.net/Longyu_wlz/article/details/96726605,0,96726605,,,其它,10,gdb命令记录整理工作中遇到的与gdb相关的问题。执行gdb脚本在命令行中指定-xgdbscript进入gdb后执行gdb脚本，可以使用source与command命令print的输出格式print/x/o设置变量的值，设置寄存器的值setvariableassignmentstatementgdb向后执行rbre...,longyu_wlz,none,u_c_null,gdb命令记录整理工作中遇到的与gdb相关的问题。执行gdb脚本在命令行中指定-xgdbscript进入gdb后执行gdb脚本，可以使用source与command命令print的输出格式print/x/o设置变量的值，设置寄存器的值setvariableassignmentstatementgdb向后执行rbre...,1573119041,1573119041,https://blog.csdn.net/Longyu_wlz,https://profile.csdnimg.cn/0/4/4/1_longyu_wlz
0,,0,0,syy0201,0,1天前,0,false,webug4.0靶场之邮箱轰炸,blog,https://blog.csdn.net/syy0201/article/details/93662903,0,93662903,,,其它,12,0x00准备工作1.将/control/auth_cross/email.php文件的第23行smtp前的\去掉0x01测试流程翻了一下只有data_crud表有邮箱地址，但是好像没啥关系看了下首页没有登录选项，原来是注册时的邮箱轰炸漏洞啊那我们抓个包看看吧emmmm邮箱格式错误？？？今日迷惑，这么标准的格式哪错了/template/xss_2/js/jquery-1....,0nc3,none,u_c_null,0x00准备工作1.将/control/auth_cross/email.php文件的第23行smtp前的\去掉0x01测试流程翻了一下只有data_crud表有邮箱地址，但是好像没啥关系看了下首页没有登录选项，原来是注册时的邮箱轰炸漏洞啊那我们抓个包看看吧emmmm邮箱格式错误？？？今日迷惑，这么标准的格式哪错了/template/xss_2/js/jquery-1....,1573119041,1573119041,https://blog.csdn.net/syy0201,https://profile.csdnimg.cn/6/D/F/1_syy0201
3,,0,0,qq_39045645,0,09月17日,2,false,关于微信小程序授权登陆及每次检查是否授权,blog,https://blog.csdn.net/qq_39045645/article/details/100930646,0,100930646,,,其它,8102,"授权登录&lt;buttonopen-type=""getUserInfo""lang=""zh_CN""bindgetuserinfo=""onGotUserInfo""class=""fix""&gt;登录&lt;/button&gt;//index.js//获取应用实例varAPPID='xxx'varSECRET='xxx'constapp=getApp()Pa...",Vam的金豆之路,none,u_c_null,授权登录&amp;lt;buttonopen-type=&quot;getUserInfo&quot;lang=&quot;zh_CN&quot;bindgetuserinfo=&quot;onGotUserInfo&quot;class=&quot;fix&quot;&amp;gt;登录&amp;lt;/button&amp;gt;//index.js//获取应用实例varAPPID='xxx'varSECRET='xxx'constapp=getApp()Pa...,1573119041,1573119041,https://blog.csdn.net/qq_39045645,https://profile.csdnimg.cn/B/1/0/1_qq_39045645
37,,0,0,juwikuang,0,09月05日,43,true,2019年9月中国编程语言排行榜,blog,https://blog.csdn.net/juwikuang/article/details/100550704,0,100550704,,,其它,15753,2019年9月2日，我统计了某招聘网站，获得有效程序员招聘数据9万条。针对招聘信息，提取编程语言关键字，并统计如下：编程语言比例排名编程语言百分比1java33.71%2cpp15.95%3c_sharp12.72%4javascript12.70%5python7.63%6go7.37%7php4.66%...,有数可据,none,u_c_null,2019年9月2日，我统计了某招聘网站，获得有效程序员招聘数据9万条。针对招聘信息，提取编程语言关键字，并统计如下：编程语言比例排名编程语言百分比1java33.71%2cpp15.95%3c_sharp12.72%4javascript12.70%5python7.63%6go7.37%7php4.66%...,1573119041,1573119041,https://blog.csdn.net/juwikuang,https://profile.csdnimg.cn/7/0/5/1_juwikuang
2,,0,0,weixin_43606158,0,07月28日,3,false,PHP知识简介,blog,https://blog.csdn.net/weixin_43606158/article/details/97576970,0,97576970,,,其它,6843,PHP：服务器端脚本语言文件保存以.php为后缀标记：&lt;?php	/*你的PHP代码*/?&gt;输出：echo“字符串”;变量：PHP中所有变量都是以$符号开始的如：$username、$password$username=“abc”;数据类型：选择结构循环结构函数数组：数值数组--带有ID键的数组关联数组--数组中的每个I...,超级吴小迪,none,u_c_null,PHP：服务器端脚本语言文件保存以.php为后缀标记：&amp;lt;?php	/*你的PHP代码*/?&amp;gt;输出：echo&ldquo;字符串&rdquo;;变量：PHP中所有变量都是以$符号开始的如：$username、$password$username=&ldquo;abc&rdquo;;数据类型：选择结构循环结构函数数组：数值数组--带有ID键的数组关联数组--数组中的每个I...,1573119041,1573119041,https://blog.csdn.net/weixin_43606158,https://profile.csdnimg.cn/3/B/2/1_weixin_43606158
1,,0,0,qq_37896194,0,07月17日,0,false,使用Docker容器中的Tomcat镜像来部署运行web项目,blog,https://blog.csdn.net/qq_37896194/article/details/96334560,0,96334560,,,其它,10409,前言：Docker容器的安装：https://blog.csdn.net/qq_37896194/article/details/83277072步骤：1、启动Tomcat，命名为myTomcat[root@localhost~]#dockerrun-d--namemyTomcat-p8088:8080tomcatcecb37db8134f1...,xiaobai_Sun,none,u_c_null,前言：Docker容器的安装：https://blog.csdn.net/qq_37896194/article/details/83277072步骤：1、启动Tomcat，命名为myTomcat[root@localhost~]#dockerrun-d--namemyTomcat-p8088:8080tomcatcecb37db8134f1...,1573119041,1573119041,https://blog.csdn.net/qq_37896194,https://profile.csdnimg.cn/2/3/3/1_qq_37896194
3,,0,0,StudyLww,0,06月03日,1,false,rl: (7) Failed to connect to raw.githubusercontent.com port 443: 拒绝连接,blog,https://blog.csdn.net/StudyLww/article/details/90749682,0,90749682,,,其它,5498,rl:(7)Failedtoconnecttoraw.githubusercontent.comport443:拒绝连接我遇到的问题：输入下图代码，一直反馈拒绝失败curl-o-https://raw.githubusercontent.com/creationix/nvm/v0.33.11/install.sh|bash解决办法（请确保你已经联网）：第一种我换了...,你是阳光和雨交界最美的颜色,none,u_c_null,rl:(7)Failedtoconnecttoraw.githubusercontent.comport443:拒绝连接我遇到的问题：输入下图代码，一直反馈拒绝失败curl-o-https://raw.githubusercontent.com/creationix/nvm/v0.33.11/install.sh|bash解决办法（请确保你已经联网）：第一种我换了...,1573119041,1573119041,https://blog.csdn.net/StudyLww,https://profile.csdnimg.cn/6/1/0/1_studylww
0,,0,0,zhouyy858,0,07月18日,1,false,自动驾驶（二）---------PID控制调节,blog,https://blog.csdn.net/zhouyy858/article/details/96422899,0,96422899,,,其它,1127,男神：https://me.csdn.net/AdamShanPID其实就是指比例，积分，微分控制。其实很简单哦err(t)比例，指当前状态和目标状态之间的偏差，第二项偏差的积分，第三项偏差的变化率水缸有8L水，目标控制到10L，同时每秒钟放出不定量的水，如何保证一直10L水。1....,一实相印,none,u_c_null,男神：https://me.csdn.net/AdamShanPID其实就是指比例，积分，微分控制。其实很简单哦err(t)比例，指当前状态和目标状态之间的偏差，第二项偏差的积分，第三项偏差的变化率水缸有8L水，目标控制到10L，同时每秒钟放出不定量的水，如何保证一直10L水。1....,1573119041,1573119041,https://blog.csdn.net/zhouyy858,https://profile.csdnimg.cn/E/7/C/1_zhouyy858
8,,0,0,u013468614,0,3小时前,0,false,sudo rosdep init ERROR: cannot download default sources list from:,blog,https://blog.csdn.net/u013468614/article/details/102917569,0,102917569,,,其它,471,系统：ubuntu16.04+ROSkineticgooglechrome与终端都可以科学上网1.问题按照ros/installation在ubuntu16.04上安装roskinetic，在执行以下命令时$sudorosdepinit$rosdepupdate出现以下错误：ERROR:cannotdownloaddefaultsources...,_风起了_,none,u_c_null,系统：ubuntu16.04+ROSkineticgooglechrome与终端都可以科学上网1.问题按照ros/installation在ubuntu16.04上安装roskinetic，在执行以下命令时$sudorosdepinit$rosdepupdate出现以下错误：ERROR:cannotdownloaddefaultsources...,1573119042,1573119042,https://blog.csdn.net/u013468614,https://profile.csdnimg.cn/8/1/D/1_u013468614
6,,0,0,ZhangRelay,0,20小时前,2,false,机器人控制器编程课程-教案04-综合,blog,https://blog.csdn.net/ZhangRelay/article/details/102939854,0,102939854,,,其它,93,课程已经接近尾声，那么制作一台可以远程遥控的机器人小车最少需要多少钱呢？支持ROS1和ROS2。￥99元可以吗？只是遥控小车用不了那么多～底盘：控制器：驱动：一共14.71+13.50+5.00=33.21元。如果想调试图像如使用OpenCV和姿态传感器IMU，直接买个二手手机得了：然后就可以使用手机中的各种传感器了，前提是安装对应APP。有安卓手机此步...,zhangrelay,none,u_c_null,课程已经接近尾声，那么制作一台可以远程遥控的机器人小车最少需要多少钱呢？支持ROS1和ROS2。￥99元可以吗？只是遥控小车用不了那么多～底盘：控制器：驱动：一共14.71+13.50+5.00=33.21元。如果想调试图像如使用OpenCV和姿态传感器IMU，直接买个二手手机得了：然后就可以使用手机中的各种传感器了，前提是安装对应APP。有安卓手机此步...,1573119042,1573119042,https://blog.csdn.net/ZhangRelay,https://profile.csdnimg.cn/B/F/6/1_zhangrelay
7,,0,0,weixin_42016706,0,1天前,3,false,校园网共享网络(Netkeeper 飞young ),blog,https://blog.csdn.net/weixin_42016706/article/details/100698560,0,100698560,,,其它,537,Campus-Share-agent校园网共享适用于拥有内网通信的校园网络分享先行条件理论支持ShadowsocksVPNHTTP代理必备条件相同内网环境1.设备能够相互ping通2.在同一局域网关某一个设备能够上网适合场景适应各类校园网环境理论上适合各类网络环境原理基于HTTP代理方式共享，Netkeeper等软件只屏蔽wifi共享类软件...,LunaticTian,none,u_c_null,Campus-Share-agent校园网共享适用于拥有内网通信的校园网络分享先行条件理论支持ShadowsocksVPNHTTP代理必备条件相同内网环境1.设备能够相互ping通2.在同一局域网关某一个设备能够上网适合场景适应各类校园网环境理论上适合各类网络环境原理基于HTTP代理方式共享，Netkeeper等软件只屏蔽wifi共享类软件...,1573119042,1573119042,https://blog.csdn.net/weixin_42016706,https://profile.csdnimg.cn/C/C/9/1_weixin_42016706
1,,0,0,qq_43239560,0,1天前,2,false,Linux套接字的结构定义,blog,https://blog.csdn.net/qq_43239560/article/details/102937517,0,102937517,,,其它,43,Linux在头文件sys/socket.h中定义了一种通用的套接字结构类型，以供不同的协议进行调用，对其说明如下：structsockaddr{unsignedshortintsa_family;//套接字协议地址类型unsignedcharsa_data[14];//14字节的协议地址，包括IP地址和端口};safamily：套接字的协议族地...,Cassie866,none,u_c_null,Linux在头文件sys/socket.h中定义了一种通用的套接字结构类型，以供不同的协议进行调用，对其说明如下：structsockaddr{unsignedshortintsa_family;//套接字协议地址类型unsignedcharsa_data[14];//14字节的协议地址，包括IP地址和端口};safamily：套接字的协议族地...,1573119042,1573119042,https://blog.csdn.net/qq_43239560,https://profile.csdnimg.cn/3/3/1/1_qq_43239560
1,,0,0,weixin_44489823,0,1天前,1,false,pku-电子系统基础训练-遥控器-2,blog,https://blog.csdn.net/weixin_44489823/article/details/102939400,0,102939400,,,其它,20,用ArduinoUNO实现遥控小车，并且根据小车传回的信号进行灯的闪烁：指示左转右转和障碍报警,抑之扬之,none,u_c_null,用ArduinoUNO实现遥控小车，并且根据小车传回的信号进行灯的闪烁：指示左转右转和障碍报警,1573119042,1573119042,https://blog.csdn.net/weixin_44489823,https://profile.csdnimg.cn/4/1/0/1_weixin_44489823
29,,0,0,sunnyzyq,0,7天前,61,true,Ngrok： 超简单的内网穿透，了解一下 ？,blog,https://blog.csdn.net/sunnyzyq/article/details/102833096,0,102833096,,,其它,3993,【1】什么是内网穿透？首先，我们生活中的网络从应用上可以分为内网和外网；内网就是你自己的网络环境，就你自己能访问，比如你本地测试进行的localhost；外网就不言而喻了，你看网页，视频等这些网址都是外网。那么什么又是内网穿透呢？简单的说就是通过访问一个外网地址，然后穿透到你的内网地址。【2】内网穿透有什么用？【情景1】假设你写了一个代码功能，本地测试已经OK，此...,sunnyzyq,none,u_c_null,【1】什么是内网穿透？首先，我们生活中的网络从应用上可以分为内网和外网；内网就是你自己的网络环境，就你自己能访问，比如你本地测试进行的localhost；外网就不言而喻了，你看网页，视频等这些网址都是外网。那么什么又是内网穿透呢？简单的说就是通过访问一个外网地址，然后穿透到你的内网地址。【2】内网穿透有什么用？【情景1】假设你写了一个代码功能，本地测试已经OK，此...,1573119042,1573119042,https://blog.csdn.net/sunnyzyq,https://profile.csdnimg.cn/A/7/3/1_sunnyzyq
1,,0,0,devcloud,0,2天前,0,false,【我的物联网成长记8】超速入门AT指令集【华为云技术分享】,blog,https://blog.csdn.net/devcloud/article/details/102915705,0,102915705,,,其它,83,【摘要】在物联网中，AT命令集可用于控制&amp;调测设备、通信模块入网等。本文为您介绍NB-IoT常用的AT命令集及其调测工具。什么是AT指令集AT命令，用来控制TE（TerminalEquipment）和MT(MobileTerminal)之间交互的规则，如下图所示。在GSM网络中，用户可以通过AT命令进行呼叫、短信、电话本、数据业务、传真等方面的控制。AT命令是以AT作...,华为云,none,u_c_null,【摘要】在物联网中，AT命令集可用于控制&amp;amp;调测设备、通信模块入网等。本文为您介绍NB-IoT常用的AT命令集及其调测工具。什么是AT指令集AT命令，用来控制TE（TerminalEquipment）和MT(MobileTerminal)之间交互的规则，如下图所示。在GSM网络中，用户可以通过AT命令进行呼叫、短信、电话本、数据业务、传真等方面的控制。AT命令是以AT作...,1573119042,1573119042,https://blog.csdn.net/devcloud,https://profile.csdnimg.cn/2/D/6/1_devcloud
1,,0,0,paradox_1_0,0,1天前,1,false,程序调用导入函数过程详解,blog,https://blog.csdn.net/paradox_1_0/article/details/101109879,0,101109879,,,其它,47,在日常的程序开发中共享库的使用非常普遍，是代码重用非常重要的技术。那么程序是如何调用共享库中的代码段的呢？首先看一段汇编代码如下图，其中调用了两个导入函数MessageBoxA(user32.dll)和ExitProcess(kernel32.dll)，以第一个函数为例进行分析，其中非常关键的一行代码是:JMPNEARDWORDPTRDS:[BD2008]，无条件转移指令跳转到0XBD20...,paradox_1_0,none,u_c_null,在日常的程序开发中共享库的使用非常普遍，是代码重用非常重要的技术。那么程序是如何调用共享库中的代码段的呢？首先看一段汇编代码如下图，其中调用了两个导入函数MessageBoxA(user32.dll)和ExitProcess(kernel32.dll)，以第一个函数为例进行分析，其中非常关键的一行代码是:JMPNEARDWORDPTRDS:[BD2008]，无条件转移指令跳转到0XBD20...,1573119042,1573119042,https://blog.csdn.net/paradox_1_0,https://profile.csdnimg.cn/2/F/A/1_paradox_1_0
1,,0,0,WX17796323701,0,2天前,3,false,汇总！单片机（MCU）最强科普,blog,https://blog.csdn.net/WX17796323701/article/details/102910676,0,102910676,,,其它,45,MCU是microcontrollerUnit的简称，中文叫微控制器，俗称单片机，是把CPU的频率与规格做适当缩减，并将内存、计数器、USB、A/D转换、UART、PLC、DMA等周边接口，甚至lcd驱动电路都整合在单一芯片上，形成芯片级的计算机，为不同的应用场合做不同组合控制，诸如手机、PC外围、遥控器，至汽车电子、工业上的步进马达、机器手臂的控制等，都可见到MCU的身影。一单片机发展简...,WX17796323701,none,u_c_null,MCU是microcontrollerUnit的简称，中文叫微控制器，俗称单片机，是把CPU的频率与规格做适当缩减，并将内存、计数器、USB、A/D转换、UART、PLC、DMA等周边接口，甚至lcd驱动电路都整合在单一芯片上，形成芯片级的计算机，为不同的应用场合做不同组合控制，诸如手机、PC外围、遥控器，至汽车电子、工业上的步进马达、机器手臂的控制等，都可见到MCU的身影。一单片机发展简...,1573119042,1573119042,https://blog.csdn.net/WX17796323701,https://profile.csdnimg.cn/8/5/A/1_wx17796323701
